"CODE_GESIS","NOM_DANS_GESIS","UID_DHIS2","NOM_DANS_DHIS2","DISTRICT","REGION",,,
410451022,"CSB1 Ambalabongo","q2UrD6HwNrS","CSB1 Ambalabongo","Marovoay","Boeny",,,
410451013,"CSB1 Ankaboka","Mcdxr0ULsoR","CSB1 Ankaboka","Marovoay","Boeny",,,
410451005,"CSB1 Beronono","rDegCQFaDM8","CSB1 Beronono","Marovoay","Boeny",,,
410451011,"CSB1 Kandrany","js3fun1AwWU","CSB1 Kandrany","Marovoay","Boeny",,,
410451004,"CSB1 Mahabibo","qMd43Yo2OnN","CSB1 Mahabibo","Marovoay","Boeny",,,
410441020,"CSB2 Amparihilava","iBC3bRwTQNM","CSB2 Amparihilava","Marovoay","Boeny",,,
410441021,"CSB2 Ampijoroa Nord","zw74in2A9Vn","CSB2 Ampijoroa Nord","Marovoay","Boeny",,,
410441002,"CSB2 Ankaraobato","WZZusbXYw23","CSB2 Ankaraobato","Marovoay","Boeny",,,
410441003,"CSB2 Ankazomborona","RfbpAyeYNrY","CSB2 Ankazomborona","Marovoay","Boeny",,,
410441006,"CSB2 Anosinalainolona","UAXLWi66qts","CSB2 Anosinalainolona","Marovoay","Boeny",,,
410441007,"CSB2 Antanambao Andranolava","O1JSrOsKw3Q","CSB2 Antanambao Andranolava","Marovoay","Boeny",,,
410441008,"CSB2 Antanimasaka","tquan56hfxS","CSB2 Antanimasaka","Marovoay","Boeny",,,
410441010,"CSB2 Bemaharivo","oKrYLlwx3Jv","CSB2 Bemaharivo","Marovoay","Boeny",,,
410443018,"CSB2 CML Dadatoa Nino","AAeVuSyG6vE","FSP_Dadatoa Nino","Marovoay","Boeny",,,
410441012,"CSB2 Manaratsandry","kwXLK0neCdM","CSB2 Manaratsandry","Marovoay","Boeny",,,
410441009,"CSB2 Maroala","JhjgdNXQ5Fj","CSB2 Maroala","Marovoay","Boeny",,,
410441014,"CSB2 Marosakoa","IIJaaSbbryM","CSB2 Marosakoa","Marovoay","Boeny",,,
410441015,"CSB2 Miadana","Bfcnn7neqlV","CSB2 Miadana","Marovoay","Boeny",,,
410443017,"CSB2 Privé Isalama","wSLhOIQD9Af","FSP_Priv� Isalama","Marovoay","Boeny",,,
410441019,"CSB2 Tsararano","WrZrSTdzP04","CSB2 Tsararano","Marovoay","Boeny",,,
410441016,"CSB2 Urbain Marovoay","ySC7MSESwJm","CSB2 Urbain Marovoay","Marovoay","Boeny",,,
410541001,"CSB2 Ambarimaninga","XztBtKEKxPd","CSB2 Ambarimaninga","Mitsinjo","Boeny",,,
410551015,"CSB1 Andranomavokely","x3KQTCOEEVg","CSB1 Andranomavokely","Mitsinjo","Boeny",,,
410551014,"CSB1 Ankevo","rY9C4fJzxAc","CSB1 Ankevo","Mitsinjo","Boeny",,,
410551010,"CSB1 Antsakoamanera","jmRcU8eA0YT","CSB1 Antsakoamanera","Mitsinjo","Boeny",,,
410551012,"CSB1 Antsongomena Betsina","JEgF3dc3yOO","CSB1 Antsongomena Betsina","Mitsinjo","Boeny",,,
410552003,"CSB1 Boeny Aranta","PWBSZ47rseQ","CSB1 Boeny Aranta","Mitsinjo","Boeny",,,
410551013,"CSB1 Mangabe","YMjS1Vsg5VM","CSB1 Mangabe","Mitsinjo","Boeny",,,
410551007,"CSB1 Sankoany","vgwM5aF5ezy","CSB1 Sankoany","Mitsinjo","Boeny",,,
410551008,"CSB1 Tsiandrarafa","uUJJBiM2nSD","CSB1 Tsiandrarafa","Mitsinjo","Boeny",,,
410541002,"CSB2 Antongomena Bevary","k6iVb1VW4cN","CSB2 Antongomena Bevary","Mitsinjo","Boeny",,,
410541004,"CSB2 Antseza","ewTyqIbrBKh","CSB2 Antseza","Mitsinjo","Boeny",,,
410541005,"CSB2 Bekipay","kZenHr6swV8","CSB2 Bekipay","Mitsinjo","Boeny",,,
410541006,"CSB2 Katsepy","sXVKYRLBZlA","CSB2 Katsepy","Mitsinjo","Boeny",,,
410541009,"CSB2 Matsakabanja","X1F0PqIqwen","CSB2 Matsakabanja","Mitsinjo","Boeny",,,
410541011,"CSB2 Mitsinjo","wbqRo8PUmVG","CSB2 Mitsinjo","Mitsinjo","Boeny",,,
410641001,"CSB2 Ambohipaky","J04lAYw6HDx","CSB2 Ambohipaky","Soalala","Boeny",,,
410651012,"CSB1 Ambarinanahary","GtG7Apfgj2g","CSB1 Ambarinanahary","Soalala","Boeny",,,
410651002,"CSB1 Ambatolafia","yDrJGj36vxz","CSB1 Ambatolafia","Soalala","Boeny",,,
410651014,"CSB1 Amboroka","EjQSo3Khzwt","CSB1 Amboroka","Soalala","Boeny",,,
410651018,"CSB1 Andrafiatoka","TIyPYVvi8HI","CSB1 Andrafiatoka","Soalala","Boeny",,,
410651016,"CSB1 Antanimavo","dzT1q6F1xgc","CSB1 Antanimavo","Soalala","Boeny",,,
410651009,"CSB1 Antsirabe","wUa6nZuk9yx","CSB1 Antsirabe","Soalala","Boeny",,,
410651017,"CSB1 Belafika","ZZpw2mPLSs3","CSB1 Belafika","Soalala","Boeny",,,
410651004,"CSB1 Bemena","JZXDSdUXLqB","CSB1 Bemena","Soalala","Boeny",,,
410651003,"CSB1 Maroaboaly","ibuqOKTk5Bj","CSB1 Maroaboaly","Soalala","Boeny",,,
410651010,"CSB1 Soromaray","PDhvFpJugrU","CSB1 Soromaray","Soalala","Boeny",,,
410651005,"CSB1 Tsinjorano II","Qb4bO6dmJPk","CSB1 Tsinjorano II","Soalala","Boeny",,,
410641006,"CSB2 Andranomavo","wGNjfcfj8WF","CSB2 Andranomavo","Soalala","Boeny",,,
410642007,"CSB2 SAF FJKM Andranomavo","HlyO1BctloZ","FSP_SAF FJKM Andranomavo","Soalala","Boeny",,,
410641015,"CSB2 Soalala","vQHYEahgPpP","CSB2 Soalala","Soalala","Boeny",,,
410641008,"CSB2 Vilanandro","jc983O0ACJv","CSB2 Vilanandro","Soalala","Boeny",,,
420241006,"CSB2 Ambaliha","BfWQQLOMMaX","CSB2 Ambaliha","Kandreho","Betsiboka",,,
420241001,"CSB2 Andasibe","wo7EsQfyi7z","CSB2 Andasibe","Kandreho","Betsiboka",,,
420241002,"CSB2 Antanimbaribe","q3iQ44VZdub","CSB2 Antanimbaribe","Kandreho","Betsiboka",,,
420241003,"CSB2 Behazomaty","BfXM78qkN0q","CSB2 Behazomaty","Kandreho","Betsiboka",,,
420241004,"CSB2 Betaimboay","shd8UXSQLhp","CSB2 Betaimboay","Kandreho","Betsiboka",,,
420241005,"CSB2 Kandreho","bBwiyjIs0zv","CSB2 Kandreho","Kandreho","Betsiboka",,,
420141001,"CSB2 Ambalajia","ii2H5Z8dZzs","CSB2 Ambalajia","Maevatanana","Betsiboka",,,
420151008,"CBS1 Ampisavakaratra","gPqArPhXoMu","CBS1 Ampisavakaratra","Maevatanana","Betsiboka",,,
420151007,"CSB1 Ampotaka Ouest","RGmhIH0SHht","CSB1 Ampotaka Ouest","Maevatanana","Betsiboka",,,
420151015,"CSB1 Ampotaka Sud","Ve3lQYmZtRQ","CSB1 Ampotaka Sud","Maevatanana","Betsiboka",,,
420151022,"CSB1 Bevilany","he509tB07tr","CSB1 Bevilany","Maevatanana","Betsiboka",,,
420151023,"CSB1 Imerimandroso","C4jmEurKKq2","CSB1 Imerimandroso","Maevatanana","Betsiboka",,,
420151004,"CSB1 Kamolandy","FriYyATY1Xy","CSB1 Kamolandy","Maevatanana","Betsiboka",,,
420141002,"CSB2 Ambalanjanakomby","tntrPqFdewq","CSB2 Ambalanjanakomby","Maevatanana","Betsiboka",,,
420141003,"CSB2 Andriba","BeS0fOg67Kw","CSB2 Andriba","Maevatanana","Betsiboka",,,
420141005,"CSB2 Antanimbary","OWXqJQURDPZ","CSB2 Antanimbary","Maevatanana","Betsiboka",,,
420141006,"CSB2 Antsiafabositra","R6W6NN4ACTY","CSB2 Antsiafabositra","Maevatanana","Betsiboka",,,
420141013,"CSB2 Beanana","WAmiOkm5l84","CSB2 Beanana","Maevatanana","Betsiboka",,,
420141009,"CSB2 Bemokotra","zywLk4jVk8O","CSB2 Bemokotra","Maevatanana","Betsiboka",,,
420141010,"CSB2 Beratsimanina","VXiOTAL2Khf","CSB2 Beratsimanina","Maevatanana","Betsiboka",,,
420141011,"CSB2 Madiromirafy","nxvGBtjg5WJ","CSB2 Madiromirafy","Maevatanana","Betsiboka",,,
420141012,"CSB2 Maevatanana","zuTiReuqfDX","CSB2 Maevatanana","Maevatanana","Betsiboka",,,
420141014,"CSB2 Mahatsinjo","rCqWerT3G81","CSB2 Mahatsinjo","Maevatanana","Betsiboka",,,
420141016,"CSB2 Mahazoma","HuWdaH0ySlh","CSB2 Mahazoma","Maevatanana","Betsiboka",,,
420141017,"CSB2 Mangabe","UHkU0gL9wku","CSB2 Mangabe","Maevatanana","Betsiboka",,,
420141018,"CSB2 Maria","jEncBzQeeyd","CSB2 Maria","Maevatanana","Betsiboka",,,
420141020,"CSB2 Marokoro","hmRrrlTmB9q","CSB2 Marokoro","Maevatanana","Betsiboka",,,
420141019,"CSB2 Morafeno","XvVCxitxG2T","CSB2 Morafeno","Maevatanana","Betsiboka",,,
420141021,"CSB2 Tsararano","u6RSYgvhWMW","CSB2 Tsararano","Maevatanana","Betsiboka",,,
420341001,"CSB2 Ambakireny","Cix3gTYNuz5","CSB2 Ambakireny","Tsaratanana","Betsiboka",,,
420351019,"CSB1 Ambalanirana","W78zhf1XTqa","CSB1 Ambalanirana","Tsaratanana","Betsiboka",,,
420351031,"CSB1 Ambatobe","q57FSdLGD8m","CSB1 Ambatobe","Tsaratanana","Betsiboka",,,
420351032,"CSB1 Ambatomainty","K0T3jKmjxDP","CSB1 Ambatomainty","Tsaratanana","Betsiboka",,,
420351002,"CSB1 Ambohidronono","flWLLXcizjf","CSB1 Ambohidronono","Tsaratanana","Betsiboka",,,
420351004,"CSB1 Ambohimiarina","mJzKhwrDVkN","CSB1 Ambohimiarina","Tsaratanana","Betsiboka",,,
420351033,"CSB1 Ampitetika","SXKJUfKOH4H","CSB1 Ampitetika","Tsaratanana","Betsiboka",,,
420351022,"CSB1 Ankisatra","KIhUnWzkfgW","CSB1 Ankisatra","Tsaratanana","Betsiboka",,,
420351006,"CSB1 Antaniditra","cTmG8S12iae","CSB1 Antaniditra","Tsaratanana","Betsiboka",,,
420351008,"CSB1 Bemavo","nXFPsukiNco","CSB1 Bemavo","Tsaratanana","Betsiboka",,,
420351020,"CSB1 Bemololo","gjOYrK3B0GV","CSB1 Bemololo","Tsaratanana","Betsiboka",,,
420351003,"CSB1 Betenina","eFPxLNvzPTu","CSB1 Betenina","Tsaratanana","Betsiboka",,,
420352011,"CSB1 EKAR Andriamena","FyN0UTZyuFO","FSP_EKAR Andriamena","Tsaratanana","Betsiboka",,,
420351010,"CSB1 Isinko","Bdc0wDAtFkB","CSB1 Isinko","Tsaratanana","Betsiboka",,,
420351016,"CSB1 Mahabe","tEvEp6BhyBH","CSB1 Mahabe","Tsaratanana","Betsiboka",,,
420351015,"CSB1 Mahatazana","sgEilvjkWYL","CSB1 Mahatazana","Tsaratanana","Betsiboka",,,
420351028,"CSB1 Masokoamena","yR6GfTI07m5","CSB1 Masokoamena","Tsaratanana","Betsiboka",,,
420351027,"CSB1 Morafeno","JUDDVyIKt9i","CSB1 Morafeno","Tsaratanana","Betsiboka",,,
420351009,"CSB1 Telomita","Y9C8a16QLXc","CSB1 Telomita","Tsaratanana","Betsiboka",,,
420341005,"CSB2 Ampandrana","ozpDHJO5iiM","CSB2 Ampandrana","Tsaratanana","Betsiboka",,,
420341012,"CSB2 Bekapaika","zsCstaLriVo","CSB2 Bekapaika","Tsaratanana","Betsiboka",,,
420341014,"CSB2 Betrandraka","XETw1vYBDlT","CSB2 Betrandraka","Tsaratanana","Betsiboka",,,
420341017,"CSB2 Brieville","DuUPaROrqrH","CSB2 Brieville","Tsaratanana","Betsiboka",,,
420342013,"CSB2 CML Soa ny Salama Bekapaika","dj0clkqQGb0","FSP_Soa ny Salama Bekapaika","Tsaratanana","Betsiboka",,,
420341021,"CSB2 keliloha","QnokoCsAZjG","CSB2 keliloha","Tsaratanana","Betsiboka",,,
420341023,"CSB2 Manakana","XafHLpkHtio","CSB2 Manakana","Tsaratanana","Betsiboka",,,
420341024,"CSB2 Sakoamadinika","RaMhzh3gDaE","CSB2 Sakoamadinika","Tsaratanana","Betsiboka",,,
420341026,"CSB2 Sarobaratra","aqB4fxqRQy2","CSB2 Sarobaratra","Tsaratanana","Betsiboka",,,
420341029,"CSB2 Tsararova","GN1psCaI99T","CSB2 Tsararova","Tsaratanana","Betsiboka",,,
420341030,"CSB2 Tsaratanana","MeCE6YH6yrY","CSB2 Tsaratanana","Tsaratanana","Betsiboka",,,
430251008,"CSB 1 MAKARAINGO","IuLZ7DzN2Lz","CSB1 Makaraingo","Ambatomainty","Melaky",,,
430241003,"CSB 2 BEMARIVO","VwlbZ9MGTj3","CSB2 Bemarivo","Ambatomainty","Melaky",,,
430241006,"CSB 2 MAROTSIALEHA","wgp0ZuMrStv","CSB2 Marotsialeha","Ambatomainty","Melaky",,,
430251004,"CSB1 AMBARINANAHARY","P1Xh7SAdMlQ","CSB1 Ambarinanahary","Ambatomainty","Melaky",,,
430251010,"CSB1 ANTSIRASIRA","qtO4U7K9R83","CSB1 Antsirasira","Ambatomainty","Melaky",,,
430251009,"CSB1 BEDAMBA","KoQj156DDPr","CSB1 Bedamba","Ambatomainty","Melaky",,,
430251005,"CSB1 Bekarakara","B5J5UsaVxOo","CSB1 Bekarara","Ambatomainty","Melaky",,,
430241001,"CSB2 Ambatomainty","niV4Iacp7zd","CSB2 Ambatomainty","Ambatomainty","Melaky",,,
430241007,"CSB2 Sarodrano","aNXiaiae1yz","CSB2 Sarodrano","Ambatomainty","Melaky",,,
430351003,"CS1 TSIANDRO","QmeqVtFMtwc","CSB1 Tsiandro","Antsalova","Melaky",,,
430351006,"CSB1 Ambereny","C43g5TA5l3j","CSB1 Ambereny","Antsalova","Melaky",,,
430351005,"CSB1 Begara","ZQuYchyRjS6","CSB1 Begara","Antsalova","Melaky",,,
430351013,"CSB1 Bejangoa","hnf3wfsrWO5","CSB1 Bejangoa","Antsalova","Melaky",,,
430351010,"CSB1 Bemonto","y2CR77qem0S","CSB1 Bemonto","Antsalova","Melaky",,,
430351009,"CSB1 Mokotibe","liJvUnEYCj1","CSB1 Mokotibe","Antsalova","Melaky",,,
430351012,"CSB1 Soatanà","w2dpjt6jOpP","CSB1 Soatana","Antsalova","Melaky",,,
430341001,"CSB2 Antsalova","i8BEWzW59K9","CSB2 Antsalova","Antsalova","Melaky",,,
430342002,"CSB2 Luthérien Antsalova","ewEQtZgL4Ze","FSP_ SaLFa Antsalova","Antsalova","Melaky",,,
430341008,"CSB2 Soahany","myqoDvEOvLQ","CSB2 Soahany","Antsalova","Melaky",,,
430341011,"CSB2 Trangahy","NdbM9aDC5dd","CSB2 Trangahy","Antsalova","Melaky",,,
430452012,"CSB1 Ankelilaly","YiGSuxE7xhF","CSB1 Ankelilaly","Besalampy","Melaky",,,
430453011,"CSB1 Ankilimionga","Hyaltlh9JpD","CSB1 Ankilimionga","Besalampy","Melaky",,,
430441001,"CSB2 Ambolodia Sud","n5phMw5kO2F","CSB2 Ambolodia Sud","Besalampy","Melaky",,,
430441002,"CSB2 Ampako","uYaIFozs22X","CSB2 Ampako","Besalampy","Melaky",,,
430441003,"CSB2 Ankasakasa","FSyAU0tB1UY","CSB2 Ankasakasa Tsibiray","Besalampy","Melaky",,,
430443010,"CSB2 AQUALMA Ankokoabo","S4tZgLvrz6s","FSP_ AQUALMA Ankokoabo","Besalampy","Melaky",,,
430441004,"CSB2 Bekodoka","nzHAnId5SSU","CSB2 Bekodoka","Besalampy","Melaky",,,
430441005,"CSB2 Besalampy","LZWsms8TZyB","CSB2 Besalampy","Besalampy","Melaky",,,
430441006,"CSB2 Mahabe","RZVdmbQCdV1","CSB2 Mahabe","Besalampy","Melaky",,,
430441007,"CSB2 Marovoay Sud","myw6k8n6N1A","CSB2 Marovoay Sud","Besalampy","Melaky",,,
430441008,"CSB2 Soanenga","aBu4wg3ASTo","CSB2 Soanenga","Besalampy","Melaky",,,
430151011,"CSB1 Ambiky","lYkruUqt7Zk","CSB1 Ambiky","Maintirano","Melaky",,,
430151009,"CSB1 Bemokotra Sud","pxuXSu9q5yF","CSB1 Bemokotra Sud","Maintirano","Melaky",,,
430151016,"CSB1 Namoasy","DyDeOcaQght","CSB1 Namoasy","Maintirano","Melaky",,,
430141001,"CSB2 Andabotoka","bXb1XZ1pIJA","CSB2 Andabotoka","Maintirano","Melaky",,,
430141002,"CSB2 Andranovao","LWlrqDlAqK8","CSB2 Andranovao","Maintirano","Melaky",,,
430141003,"CSB2 Andrea","w3CYKtKUJXN","CSB2 Andrea","Maintirano","Melaky",,,
430141004,"CSB2 Ankisatra","CT9VQVSBSLf","CSB2 Ankisatra","Maintirano","Melaky",,,
430141005,"CSB2 Antsaidoha Bebao","BTXtLecW34J","CSB2 Antsaidoha Bebao","Maintirano","Melaky",,,
430141006,"CSB2 Antsondrodava","cAfsbvemY8b","CSB2 Antsondrodava","Maintirano","Melaky",,,
430141007,"CSB2 Bebaboky Sud","kmYCMJPfDgL","CSB2 Bebaboky Sud","Maintirano","Melaky",,,
430141008,"CSB2 Belitsaky","tM1gnIt4saI","CSB2 Belitsaky","Maintirano","Melaky",,,
430141010,"CSB2 Berevo Ranobe","uBCyZ4sK9J8","CSB2 Berevo Ranobe","Maintirano","Melaky",,,
430141012,"CSB2 Betanatanana","Ka91ESXVCfL","CSB2 Betanatanana","Maintirano","Melaky",,,
430141014,"CSB2 Dispensaire Urbain Maintirano","J8z02WBnS2N","CSB U Maintirano ","Maintirano","Melaky",,,
430141021,"CSB2 Infirmerie de Garnison","WW53FrLCKYd","FSFA_ Militaire Maintirano","Maintirano","Melaky",,,
430141013,"CSB2 Mahaijijo","Xin57kAtnrs","CSB2 Mafaijijo","Maintirano","Melaky",,,
430141015,"CSB2 Marohazo","vvAAsv286P9","CSB2 Marohazo","Maintirano","Melaky",,,
430141017,"CSB2 Maromavo","kTOYvhV1cAK","CSB2 Maromavo","Maintirano","Melaky",,,
430141018,"CSB2 Tambohorano","YMjLbcXtcwC","CSB2 Tambohorano","Maintirano","Melaky",,,
430141019,"CSB2 Veromanga","r7OLGRLMOoI","CSB2 Veromanga","Maintirano","Melaky",,,
430551005,"CSB1 Ambodivato","NvFz4qJmRWM","CSB1 Ambodivato","Morafenobe","Melaky",,,
430551002,"CSB1 Antranokoaiky","a36FBc3RAr2","CSB2 Antranokoaiky","Morafenobe","Melaky",,,
430551003,"CSB1 Antsingilotoka","PMxNyr7WIhI","CSB1 Antsingilotoka","Morafenobe","Melaky",,,
430551009,"CSB1 Bebokoy","g1BvuNQBEYR","CSB1 Bebokoy","Morafenobe","Melaky",,,
430551010,"CSB1ORIMBATO","avLiHwOFWLL","CSB1 Orimbato","Morafenobe","Melaky",,,
430541001,"CSB2 Andramy","cyYf3qqewNR","CSB2 Andramy","Morafenobe","Melaky",,,
430541004,"CSB2 Beravina","DlykintkqUI","CSB2 Beravina","Morafenobe","Melaky",,,
430541006,"CSB2 Morafenobe","DkMzcSVHCgU","CSB2 Morafenobe","Morafenobe","Melaky",,,
520151031,"CSB1 Amboarabe","rOssy6wKDkv","CSB1 Amboarabe","Ambatondrazaka","Alaotra Mangoro",,,
520151028,"CSB1 Ambodiaviavy","BQR00htrmY8","CSB1 Ambodiaviavy","Ambatondrazaka","Alaotra Mangoro",,,
520151032,"CSB1 Ambohibe","gv7CrnKlGlh","CSB1 Ambohibe Didy","Ambatondrazaka","Alaotra Mangoro",,,
520151017,"CSB1 Ambohiboatavo","bIVwpRX9XH0","CSB1 Ambohiboatavo","Ambatondrazaka","Alaotra Mangoro",,,
520151018,"CSB1 Ambohiboromanga","SSzC0IJaMt8","CSB2 Ambohiboromanga","Ambatondrazaka","Alaotra Mangoro",,,
520151046,"CSB1 Ambohidehilahy","BUxIqM5AU0c","CSB1 Ambohidehilahy","Ambatondrazaka","Alaotra Mangoro",,,
520151059,"CSB1 Ambohimena","fObUJ9i3k3J","CSB1 Ambohimena","Ambatondrazaka","Alaotra Mangoro",,,
520151019,"CSB1 Ambohitanibe","ywKtSopWrgY","CSB1 Ambohitanibe","Ambatondrazaka","Alaotra Mangoro",,,
520151056,"CSB1 Ambohitrampirana","KjUtz5HfMVP","CSB1 Ambohitrampirana","Ambatondrazaka","Alaotra Mangoro",,,
520151054,"CSB1 Anandrobe","n3iXMNEjlMO","CSB1 Anandrobe","Ambatondrazaka","Alaotra Mangoro",,,
520151044,"CSB1 Andemademaka","mUOsSz6Id92","CSB1 Andemademaka","Ambatondrazaka","Alaotra Mangoro",,,
520151060,"CSB1 Andilamenakely","JW0GZ4hXJ4U","CSB1 Andilamenakely","Ambatondrazaka","Alaotra Mangoro",,,
520151022,"CSB1 Andranokobaka","k0GxLXoNKzL","CSB1 Andranokobaka","Ambatondrazaka","Alaotra Mangoro",,,
520151049,"CSB1 Anjiro","aSVqS4NHa0a","CSB1 Anjiro","Ambatondrazaka","Alaotra Mangoro",,,
520151042,"CSB1 Anosivola","oGFZiNbQ2IK","CSB2 Anosivola","Ambatondrazaka","Alaotra Mangoro",,,
520151036,"CSB1 Antanandava Sud","UD7D5NhQ4wk","CSB1 Antanandava Sud","Ambatondrazaka","Alaotra Mangoro",,,
520151014,"CSB1 Antandrokomby","Xo0Llyb500x","CSB1 Antandrokomby","Ambatondrazaka","Alaotra Mangoro",,,
520151043,"CSB1 Antokazo","c5Tt1lphBJH","CSB1 Antokazo","Ambatondrazaka","Alaotra Mangoro",,,
520151057,"CSB1 Antsahalemaka","JKuto5bkRbH","CSB1 Antsahalemaka","Ambatondrazaka","Alaotra Mangoro",,,
520152021,"CSB1 EKAR Andilanatoby","u4By5lQn6cq","FSP_ EKAR Andilanatoby","Ambatondrazaka","Alaotra Mangoro",,,
520152040,"CSB1 EKAR Imerimandroso","PN3UsBmZQUb","FSP_ EKAR Imerimandroso","Ambatondrazaka","Alaotra Mangoro",,,
520151058,"CSB1 Garnison ZP Ambatondrazaka","TPVQ0NqG88c","FSP_Garinson ZP Ambatondrazaka","Ambatondrazaka","Alaotra Mangoro",,,
520151037,"CSB1 Mahatsara","mZH6iewYXQf","CSB1 Mahatsara","Ambatondrazaka","Alaotra Mangoro",,,
520151033,"CSB1 Manakambahiny Kely","S0g7cHq9CG7","CSB1 Manakambahiny kely","Ambatondrazaka","Alaotra Mangoro",,,
520151050,"CSB1 Mandanivatsy","vAPbxszwC1K","CSB1 Mandanivatsy","Ambatondrazaka","Alaotra Mangoro",,,
520151023,"CSB1 Mangatany","Ws6gYsSGEmL","CSB1 Mangatany","Ambatondrazaka","Alaotra Mangoro",,,
520151055,"CSB1 Sahanidingana","TphRrxRm85f","CSB1 Sahanidingana","Ambatondrazaka","Alaotra Mangoro",,,
520151029,"CSB1 Tsinjoarivo","JNYatRVq9vL","CSB1 Tsinjoarivo","Ambatondrazaka","Alaotra Mangoro",,,
520143006,"CSB2  SMIA","DszQsoPBgan","FSP_ SMIA Ambatondrazaka","Ambatondrazaka","Alaotra Mangoro",,,
520141001,"CSB2 Ambandrika","uTFCH5vTIFt","CSB2 Ambandrika","Ambatondrazaka","Alaotra Mangoro",,,
520141010,"CSB2 Ambatosoratra","rzY9LxQxK0b","CSB2 Ambatosoratra","Ambatondrazaka","Alaotra Mangoro",,,
520141012,"CSB2 Ambodivoara","eK7CFnS5N1O","CSB2 Ambodivoara","Ambatondrazaka","Alaotra Mangoro",,,
520141003,"CSB2 Ambohimasina","xkLAfUuUzom","CSB2 Ambohimasina","Ambatondrazaka","Alaotra Mangoro",,,
520141013,"CSB2 Ambohitsilaozana","kDYLG2Mi4iR","CSB2 Ambohitsilaozana","Ambatondrazaka","Alaotra Mangoro",,,
520141015,"CSB2 Amparihintsokatra","JOWPiBrjFNm","CSB2 Amparihintsokatra","Ambatondrazaka","Alaotra Mangoro",,,
520141016,"CSB2 Ampitatsimo","T5NvVZh5vDB","CSB2 Ampitatsimo","Ambatondrazaka","Alaotra Mangoro",,,
520141020,"CSB2 Andilanatoby","aHkoxJAkbMT","CSB2 Andilanatoby","Ambatondrazaka","Alaotra Mangoro",,,
520141009,"CSB2 Andingadingana","Dn9eLM3yEo1","CSB2 Andingadingana","Ambatondrazaka","Alaotra Mangoro",,,
520141024,"CSB2 Andromba","NpazpVOX6eQ","CSB2 Andromba","Ambatondrazaka","Alaotra Mangoro",,,
520141025,"CSB2 Antanandava Nord","ItXKVQL871c","CSB2 Antanandava Nord","Ambatondrazaka","Alaotra Mangoro",,,
520141008,"CSB2 Antanifotsy","HvhdvKNibrt","CSB2 Antanifotsy","Ambatondrazaka","Alaotra Mangoro",,,
520141026,"CSB2 Antsangasanga","VPIiaHz8rle","CSB2 Antsangasanga","Ambatondrazaka","Alaotra Mangoro",,,
520141027,"CSB2 Bejofo","RvIV8mKRptl","CSB2 Bejofo","Ambatondrazaka","Alaotra Mangoro",,,
520141030,"CSB2 Didy","C5PQ646Y5O1","CSB2 Didy","Ambatondrazaka","Alaotra Mangoro",,,
520142004,"CSB2 EKAR Ambatondrazaka","Vpo70Nc9pCm","FSP_ EKAR Ambatondrazaka","Ambatondrazaka","Alaotra Mangoro",,,
520142052,"CSB2 EKAR Andreba","oAmtcQLwlbW","FSP_ EKAR Andreba","Ambatondrazaka","Alaotra Mangoro",,,
520141035,"CSB2 Ilafy","DTxuFdbzpYP","CSB2 Ilafy","Ambatondrazaka","Alaotra Mangoro",,,
520141038,"CSB2 Imerimandroso","BO4iUyBAcY3","CSB2 Imerimandroso","Ambatondrazaka","Alaotra Mangoro",,,
520141045,"CSB2 Manakambahiny  Ouest","OgWc0UhCbOJ","CSB2 Manakambahiny Andrefana","Ambatondrazaka","Alaotra Mangoro",,,
520141041,"CSB2 Manakambahiny Est","nazoD2ZFxmA","CSB2 Manakambahiny Atsinanana","Ambatondrazaka","Alaotra Mangoro",,,
520141034,"CSB2 Mangalaza","Kh281kLkxuZ","CSB2 Mangalaza","Ambatondrazaka","Alaotra Mangoro",,,
520143051,"CSB2 MSI Ambatondrazaka","kJ9cpKlWqOK","FSP_ MSI Ambatondrazaka","Ambatondrazaka","Alaotra Mangoro",,,
520142053,"CSB2 SAF FJKM Ambatondrazaka","ve4lJT9AR8j","FSP_ SAF FJKM Ambatondrazaka","Ambatondrazaka","Alaotra Mangoro",,,
520142039,"CSB2 SAF FJKM Imerimandroso","IlY4PtWqQfQ","FSP_ SAF Fjkm Imerimandroso","Ambatondrazaka","Alaotra Mangoro",,,
520141047,"CSB2 Soalazaina","TRZ7QA1ZGtw","CSB2 Soalazaina","Ambatondrazaka","Alaotra Mangoro",,,
520141048,"CSB2 Tanambao Besakay","V7nTKvXlAtF","CSB2 Tanambao Besakay","Ambatondrazaka","Alaotra Mangoro",,,
520241001,"CSB2 Ambatomainty","VIw47jgyeE1","CSB2 Ambatomainty","Amparafaravola","Alaotra Mangoro",,,
520251018,"CSB1 Ambodiatafana","ipTxMt9WFl0","CSB1 Ambodiatafana","Amparafaravola","Alaotra Mangoro",,,
520251011,"CSB1 Ambodihasina","QahK1cIqQdM","CSB1 Ambodihasina","Amparafaravola","Alaotra Mangoro",,,
520251022,"CSB1 Amborompotsy","otMqgoW88Ye","CSB1 Amborompotsy","Amparafaravola","Alaotra Mangoro",,,
520251009,"CSB1 Andilana Sud","As7NgbiFb4U","CSB1 Andilana Sud","Amparafaravola","Alaotra Mangoro",,,
520251030,"CSB1 Antanambe Savaina","ewxwmAPnLXB","CSB1 Antanambe Savaina","Amparafaravola","Alaotra Mangoro",,,
