cAnnee,cCodeNiv,cCodeStru,cPeriode,cTypeRapport,cMEDIC_FAN_VFMP,cMEDIC_FAN_VECM,cMEDIC_FAN_DETTES,cMEDIC_FAN_VSCM,cMEDIC_FAN_CREREC,cMEDIC_FAN_VTFMC,cMEDIC_FAN_VPFMC,cMEDIC_FAN_ECART,cPHAGCO_FAN_SFMP,cPHAGCO_FAN_RCM,cPHAGCO_FAN_DETTE,cPHAGCO_FAN_DEP,cPHAGCO_FAN_AUTDCM,cPHAGCO_FAN_CREREC,cPHAGCO_FAN_RTFMC,cPHAGCO_FAN_SOLCA,cPHAGCO_FAN_SOLBA,cPHAGCO_FAN_ECART,cDEN_FAN_SFMP,cDEN_FAN_RCM,cDEN_FAN_DETTE,cDEN_FAN_DEP,cDEN_FAN_AUTDCM,cDEN_FAN_CREREC,cDEN_FAN_RTFMC,cDEN_FAN_SOLCA,cDEN_FAN_SOLBA,cDEN_FAN_ECART,cPHAGCO_FEQ_SFMP,cPHAGCO_FEQ_RCM,cPHAGCO_FEQ_SUBV,cPHAGCO_FEQ_DCM,cPHAGCO_FEQ_RTFMC,cPHAGCO_FEQ_SOLBA,cPHAGCO_FEQ_ECART,cDEN_FEQ_SFMP,cDEN_FEQ_RCM,cDEN_FEQ_SUBV,cDEN_FEQ_DCM,cDEN_FEQ_RTFMC,cDEN_FEQ_SOLBA,cDEN_FEQ_ECART
2016,510101,510141005,10,21,10509106,6826059,0,3265958,0,14069207,14101898,32691,33373033,3265958,0,5410284,634302,0,30594405,,30506499,-87906,6274304,390000,0,213400,0,0,6450904,,,,4191033,72576,0,27687,4235922,,,,,,,,,
2016,510101,510141005,11,21,14101898,0,0,2984690,0,11117208,11117208,0,30506499,2984690,0,0,305254,0,33185935,0,33168278,-17657,,475000,0,229600,0,0,245400,,,,4235922,66326,0,47515,4254733,,,,,,,,,
2016,510101,510141005,12,21,11117208,6147495,0,3465338,0,13799365,13830220,30855,33168278,3465338,0,4872454,345738,0,31415424,0,31396598,-18826,,,,,,,,,,,4169596,77007,0,65732,4180871,,,,,,,,,
2016,510101,510142009,01,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510101,510142009,02,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510101,510142009,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510101,510142009,04,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510101,510142009,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510101,510142009,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510101,510142009,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510101,510142009,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510101,510142009,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510101,510142009,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510101,510142009,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510101,510142009,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510101,510142024,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510101,510142024,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510101,510142025,02,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510101,510142025,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510101,510142025,04,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510101,510142025,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510101,510142025,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510101,510142025,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510101,510142025,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510101,510142025,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510101,510142025,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510101,510142025,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510101,510142025,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510101,510142026,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510101,510142026,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510101,510142026,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510101,510142026,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510218,510241028,01,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510218,510241028,02,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510218,510241028,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510218,510241028,04,21,278816,,,40970,,237846,275986,38140,596741,40970,,,8496,,629215,140000,456741,-32474,,,,,,,,,,,1146,910,,,2056,,-2056,,,,,,,
2016,510218,510241028,05,21,252656,,,37320,,215336,252656,37320,626322,37320,,,7740,,655902,169581,456741,-29580,,,,,,,,,,,910,829,,,1739,,-1739,,,,,,,
2016,510218,510241028,06,21,252656,,,47110,,205546,177640,-27906,626322,47110,,,9774,,663658,206918,456741,1,,,,,,,,,,,,1050,,,1050,,-1050,,,,,,,
2016,510218,510241028,07,21,192040,1189530,,35090,,1346480,1443980,97500,663258,35090,,,7276,,691072,234731,456741,400,,,,,,,,,,,1050,779,,800,1029,,-1029,,,,,,,
2016,510218,510241028,08,21,1443980,,,190750,,1253230,1242200,-11030,686431,190750,,,39561,,837620,380879,456741,0,,,,,,,,,,,9102,4239,,,13341,,-13341,,,,,,,
2016,510218,510241028,09,21,1242200,,,119760,,1122440,1143120,20680,837620,119760,,,24838,,932542,475801,456741,0,,,,,,,,,,,,2661,,,2661,,-2661,,,,,,,
2016,510218,510241028,10,21,1143120,489500,,71190,,1561430,1588500,27070,932542,71190,,366731,14765,,622236,151896,456741,-13599,,,,,,,,,,,2661,1582,,,4243,,-4243,,,,,,,
2016,510218,510241028,11,21,1588500,,,67720,,1520780,1555900,35120,608639,67720,,,14046,,662313,205570,456741,-2,,,,,,,,,,,,1504,,,1504,,,,,,,,,
2016,510218,510241028,12,21,1520630,,,112440,,1408190,1408190,0,662311,112440,,,23321,,751430,294690,456740,0,,,,,,,,,,,12234,2499,,,14733,,-14733,,,,,,,
2016,510218,510251029,01,21,588650,,,,,588650,588650,0,215854,,,,,,,100490,115364,215854,,,,,,,,,,,18802,,,,18802,18802,0,,,,,,,
2016,510218,510251029,02,21,600970,,,53700,,547270,547270,0,228571,53700,,,10990,,271281,155917,115364,0,,,,,,,,,,,18802,1190,,,19992,,,,,,,,,
2016,510218,510251029,03,21,547270,168500,,103720,,612050,612910,860,271281,103720,,123028,19207,,232766,115098,115364,-2304,,,,,,,,,,,19992,2304,,,22296,22296,0,,,,,,,
2016,510218,510251029,04,21,612910,,,75410,,537500,537500,0,230500,75410,,,15100,,290810,175446,115364,0,,,,,,,,,,,22300,1600,,,23900,23900,0,,,,,,,
2016,510218,510251029,05,21,537500,,,37100,,500400,500400,0,290810,37100,,,3524,,324386,205046,115364,-3976,,,,,,,,,,,23900,824,,,24724,24700,-24,,,,,,,
2016,510218,510251029,06,21,500400,234740,,79230,,655910,655910,0,320410,79230,,186052,14700,,198888,84024,156584,41720,,,,,,,,,,,24700,1761,,,26461,,-26461,,,,,,,
2016,510218,510251029,07,21,655910,545400,,100445,,1100865,1182995,82130,240108,100445,,,20833,,319720,163136,156584,0,,,,,,,,,,,19995,2232,,,22227,,-22227,,,,,,,
2016,510218,510251029,08,21,1182995,,,164610,,1018385,1016585,-1800,319720,164610,,,34341,,449989,293405,156584,0,,,,,,,,,,,28692,3658,,,32350,,-32350,,,,,,,
2016,510218,510251029,09,21,1016585,,,76780,,939805,939805,0,449988,76780,,,14219,,512549,354260,15925,-142364,,,,,,,,,,,32350,1706,,,34056,,-34056,,,,,,,
2016,510218,510251029,10,21,939805,475000,,64860,,1349945,1349945,0,510843,64860,,339600,13452,,222651,66067,156584,0,,,,,,,,,,,34056,1441,,,35497,35498,1,,,,,,,
2016,510218,510251029,11,21,1349945,,,75350,,1274595,1274595,0,222651,75350,,,15628,,282373,125790,156584,1,,,,,,,,,,,35498,1674,,,37172,,-37172,,,,,,,
2016,510218,510251029,12,21,1274595,,,181870,,1092725,1092725,0,282374,181870,,,33756,,430488,269862,156584,-4042,,,,,,,,,,,37172,4042,,,41214,,-41214,,,,,,,
2016,510618,510641022,01,21,2461252,1894152,0,811500,0,3543904,3543904,0,5777225,811500,0,1514381,69233,0,5005111,714326,4290785,0,,,,,,,,,,,868561,18033,0,0,886594,886594,0,,,,,,,
2016,510618,510641022,02,21,3543904,238261,0,1233067,0,2549098,2549098,0,5005111,1233067,0,0,61401,0,6176777,985992,5190785,0,,,,,,,,,,,886594,27401,0,0,913995,913995,0,,,,,,,
2016,510618,510641022,03,21,2549098,2342233,0,1009900,0,3881431,3842183,-39248,6176777,1009900,0,1852463,88842,0,5245372,354587,4890785,0,,,,,,,,,,,913995,22442,0,0,936437,936437,0,,,,,,,
2016,510618,510641022,04,21,3842183,0,0,763768,0,3078415,3078415,0,5245372,761208,0,0,96815,0,5909765,168980,5740785,0,,,,,,,,,,,936437,16915,0,0,953352,0,-953352,,,,,,,
2016,510618,510641022,05,21,3078415,3087259,0,570599,0,5595075,5790418,195343,5909765,535829,0,2437695,89307,0,3918592,277807,3640785,0,,,,,,,,,,,953352,11907,0,0,965259,965259,0,,,,,,,
2016,510618,510641022,06,21,5790418,98300,0,1039640,0,4849078,4849078,0,3918592,1005408,0,0,72342,0,4851658,1210873,3640785,0,,,,,,,,,,,965259,22342,0,0,987601,987601,0,,,,,,,
2016,510618,510641022,07,21,4849078,0,0,1027711,0,3821367,4854538,1033171,4851658,1018373,0,0,79030,0,5791001,1050216,4740785,0,,,,,,,,,,,987601,22630,0,0,1010231,1010231,0,,,,,,,
2016,510618,510641022,08,21,4038990,1296325,0,1101319,0,4233996,4233996,0,5791001,1101319,0,1036607,113773,0,5741940,1001155,4740785,0,,,,,,,,,,,1010231,24473,0,0,1034704,1034704,0,,,,,,,
2016,510618,510641022,09,21,4233996,0,0,1125331,0,3108665,3108665,0,5741940,1123721,0,0,217517,0,6648144,1907359,4740785,0,,,,,,,,,,,1034704,24917,0,0,1059621,1059621,0,,,,,,,
2016,510618,510641022,10,21,3108665,288047,0,1010524,0,2386188,2349738,-36450,6648144,1010524,0,0,180042,0,7478626,2737841,4740785,0,,,,,,,,,,,1059621,22456,0,0,1082077,1082077,0,,,,,,,
2016,510618,510641022,11,21,2349738,5430290,0,1588525,0,6191503,6191503,0,7478626,1588525,0,4318349,292200,0,4456602,115817,4340785,0,,,,,,,,,,,1082077,35300,0,0,1117377,1117377,0,,,,,,,
2016,510618,510641022,12,21,6191503,0,0,1368628,0,4822875,4822875,0,4456602,1368628,0,0,226713,0,5598517,57732,5540785,0,,,,,,,,,,,1117377,30413,0,0,1147790,1147790,0,,,,,,,
2016,510701,510743033,02,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510701,510743033,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510701,510743033,04,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510701,510743033,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510701,510743033,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510701,510743033,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510716,510741031,01,21,74447,,,21763,,52684,56231,3547,416341,21763,,,4484,,433620,37394,400710,4484,,,,,,,,,,,,484,,,484,,,,,,,,,
2016,510716,510741031,02,21,562231,,,95021,,467210,461500,-5710,438104,95021,,,16111,,517014,132415,,-384599,,,,,,,,,,,,,,,,,,,,,,,,
2016,510716,510741031,03,21,461500,,,73090,,388410,388410,0,138017,73090,,,5535,,205572,69090,254315,117833,,,,,,,,,,,5200,1535,,,6735,,,,,,,,,
2016,510716,510741031,04,21,338410,,,60237,,278173,328173,50000,323405,60237,,,5250,,378392,125327,0,-253065,,,,,,,,,,,,12500,,,12500,,,,,,,,,
2016,510716,510741031,05,21,328173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510716,510741031,06,21,1538379,,,176948,,1361431,1401631,40200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510716,510741031,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510716,510741031,08,21,1274058,,,92584,,1181474,1181834,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,510716,510741031,09,21,1181834,1071302,,189029,,2064107,2126482,62375,1017344,189029,,857045,10000,,339328,174819,31269,-133240,,,,,,,,,,,5200,4201,,,9401,,,,,,,,,
2016,510716,510741031,10,21,2126482,,,159392,,1967090,1980085,12995,206086,159392,,,17184,,348294,159392,131269,-57633,,,,,,,,,,,9401,3333,,,12734,10200,-2534,,,,,,,
2016,510716,510741031,11,21,1980085,307008,,346047,,1941046,1971198,30152,301269,346047,,143551,5000,,498765,333357,161839,-3569,,,,,,,,,,,8600,7690,,,16290,8600,-7690,,,,,,,
2016,510716,510741031,12,21,1971198,,,286737,,1684461,1686961,2500,495196,286737,,,15752,300000,466181,142160,888836,564815,,,,,,,,,,,24890,15752,,,40642,8600,-32042,,,,,,,
2016,510717,510741022,01,21,545981,603498,,346971,,802508,835475,32967,4671555,346971,,478330,46400,,4493796,,4493796,0,,,,,,,,,,,437315,7700,,,445015,445015,0,,,,,,,
2016,510717,510741022,02,21,835475,328698,,319619,,844554,867624,23070,4491826,319619,,260523,45700,,4505222,,4505303,81,,,,,,,,,,,440957,7100,,,448057,448057,0,,,,,,,
2016,510717,510741022,03,21,868624,,,434579,,434045,433626,-419,4505307,434579,,,45700,,4894186,,4894254,68,,,,,,,,,,,448057,9600,,,457657,457657,0,,,,,,,
2016,510717,510741022,04,21,433626,905634,,242887,,1096373,1130175,33802,4894203,231205,,717800,30200,,4377408,,4377403,-5,,,,,,,,,,,457657,5100,,,462757,462757,0,,,,,,,
2016,510717,510741022,05,21,1130175,,,331159,,799016,821021,22005,437,74026,331159,,,31800,373822,,4676762,4302940,,,,,,,,,,,462757,7300,,,470057,470057,,,,,,,,
2016,510717,510741022,06,21,821021,831013,,230302,,1421732,1453523,31791,4374400,215800,,658660,46700,,3884840,,3884840,0,,,,,,,,,,,464057,4800,,,468857,,,,,,,,,
2016,510717,510741022,07,21,1453523,,,279800,,1173723,1175472,1749,4181241,279800,,,34900,0,4426141,,4426141,0,,,,,,,,,,,468857,6200,,,475057,475057,0,,,,,,,
2016,510717,510741022,08,21,1175472,407713,,359885,,1223300,1226297,2997,4426141,359885,,326175,68500,,4391351,,4391350,-1,,,,,,,,,,,475057,8000,,,483057,483057,0,,,,,,,
2016,510717,510741022,09,21,1226297,,,256800,,969497,971721,2224,4388366,256800,,,32700,,4612466,,4612466,0,,,,,,,,,,,480057,5700,,,485757,485757,0,,,,,,,
2016,510717,510741022,10,21,971721,,,217581,,754140,754643,503,4612465,217581,,,24900,,4805146,,4805165,19,,,,,,,,,,,485757,4800,,,490557,490557,0,,,,,,,
2016,510717,510741022,11,21,754643,526581,,369200,,912024,927485,15461,4805165,369200,,421265,63500,,4689600,,4676600,-13000,,,,,,,,,,,490557,8200,50800,,549557,536557,-13000,,,,,,,
2016,510717,510741022,12,21,927485,417393,,391182,,953696,983831,30135,4676600,391182,,333914,49500,,4684368,,4684386,18,,,,,,,,,,,536557,8600,18600,,563757,563757,0,,,,,,,
2016,520102,520142005,01,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,520102,520142005,02,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,520102,520142005,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,520102,520142005,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,520102,520142005,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,520102,520142005,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,520102,520142005,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,520102,520142005,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,520102,520142005,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,520102,520153007,01,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,520102,520153007,02,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,520102,520153007,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,520102,520153007,04,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,520102,520153007,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,520102,520153007,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,520102,520153007,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,520102,520153007,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,520102,520153007,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,520102,520153007,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,520104,520151011,01,21,1092709,79065,,76833,,1094941,,,368041,76833,,10000,2000,,432874,268658,164216,0,,,,,,,,,,,609907,2000,,,611907,534608,-77299,,,,,,,
2016,520104,520151011,02,21,1094941,,,61577,,1033364,992232,-41132,432874,61577,,,1600,,492851,328635,164216,0,,,,,,,,,,,611907,1600,,,613507,534608,-78899,,,,,,,
2016,520104,520151011,03,21,992232,157202,,116845,,1032589,,,492851,116845,,152000,15048,,442648,278432,164216,0,,,,,,,,,,,613507,3048,,,616555,534608,-81947,,,,,,,
2016,520104,520151011,04,21,1032589,,,74355,,958234,,,442648,74355,,,1940,,515063,350847,164216,0,,,,,,,,,,,616555,1940,,,618495,534608,-83887,,,,,,,
2016,520104,520151011,05,21,1471346,,,141696,,1329650,,,515063,97046,,,2157,,609952,445736,164216,0,,,,,,,,,,,618495,2157,,,620652,534608,-86044,,,,,,,
2016,520104,520151011,06,21,812111,,,81948,,730163,,,609952,81948,,,1821,,690079,525863,164216,0,,,,,,,,,,,618495,1821,,,620316,534608,-85708,,,,,,,
2016,520104,520151011,07,21,1247702,,,36173,,1211529,,,690079,36173,,,804,,725448,561232,164216,0,,,,,,,,,,,620316,804,,,621120,534618,-86502,,,,,,,
2016,520104,520151011,08,21,1211529,,,188451,,1023078,,,725448,46127,,,1025,,770550,606134,164216,-200,,,,,,,,,,,621120,1025,,,622145,534618,-87527,,,,,,,
2016,520104,520151011,09,21,584800,,,16171,,568629,,,770350,16171,,,,,786521,622305,164216,0,,,,,,,,,,,622143,400,,,622543,534618,-87925,,,,,,,
2016,520104,520151011,10,21,1006907,622001,,54155,,1574753,,,786521,54155,,238000,21200,,581476,321271,260205,0,,,,,,,,,,,622543,1200,,,623743,534618,-89125,,,,,,,
2016,520104,520151011,11,21,1574953,,,119895,,1455058,,,581476,119895,,,2664,,698707,438502,260205,0,,,,,,,,,,,623743,2664,,,626407,534618,-91789,,,,,,,
2016,520104,520151011,12,21,1455058,,,103001,,1352057,,,698707,103001,,,30300,,771408,291203,480205,0,,,,,,,,,,,626407,2300,,,628707,534618,-94089,,,,,,,
2016,520502,520541003,01,21,2785833,368685,,94357,,3060161,3060161,0,6790626,94357,,292300,34000,,6558683,84357,6474326,0,,,,,,,,,,,1511663,2097,,,1513760,1513760,0,,,,,,,
2016,520502,520541003,02,21,3060161,,,253953,,2806208,2806208,0,6558723,253953,,,17740,,6794936,236213,6558723,0,,,,,,,,,,,1513760,5643,,,1519403,1519403,0,,,,,,,
2016,520502,520541003,03,21,2806208,256028,,265899,,2796337,2796337,0,6794936,265899,,203000,39909,,6817926,249990,6341026,-226910,,,,,,,,,,,1519403,5909,,,1525312,1525312,0,,,,,,,
2016,520502,520541003,04,21,2796337,,,906751,,1889586,1889586,0,6818026,477434,,,20610,,7274850,456824,6818026,0,,,,,,,,,,,1525312,10610,,,1535922,1535922,0,,,,,,,
2016,520502,520541003,05,21,1889586,1014660,,327607,,2576639,2576639,0,7274926,327607,,804300,41280,,6756953,310327,6446626,0,,,,,,,,,,,1535922,7280,,,1543202,1543202,0,,,,,,,
2016,520502,520541003,06,21,2576639,,,272894,,2303745,2303745,0,6757026,272894,,,16064,,7013856,256830,6757026,0,,,,,,,,,,,1543202,6064,,,1549266,1549266,0,,,,,,,
2016,520502,520541003,07,21,2303745,945270,,284775,,2964240,2964240,0,7013926,284775,,756300,40328,,6502073,268447,6233626,0,,,,,,,,,,,1549266,6328,,,1555594,1555594,0,,,,,,,
2016,520502,520541003,08,21,2964240,,,359772,,2604468,2604468,0,6502126,359772,,,17995,,6843903,341777,6502126,0,,,,,,,,,,,1555594,7995,,,1563589,1563589,0,,,,,,,
2016,520502,520541003,09,21,2604468,991035,0,268863,,3326640,3326640,0,6843903,268863,,792900,39975,,6279891,252888,6027003,0,,,,,,,,,,,1563589,5975,,,1569564,1569564,0,,,,,,,
2016,520502,520541003,10,21,3326640,,,215038,,3111602,3111602,0,6279903,215038,,,14779,,6480162,200259,6279903,0,,,,,,,,,,,1569564,4779,,,1574343,1574343,0,,,,,,,
2016,520502,520541003,11,21,3111602,414923,,290655,,3235870,3235870,0,6480203,290655,,332000,40459,,6398399,274196,6124203,0,,,,,,,,,,,1574343,6459,,,1580802,1580802,0,,,,,,,
2016,520502,520541003,12,21,3235870,,,132145,,3103725,3103725,0,6398403,132145,,,12937,,6517611,119300,6124203,-274108,,,,,,,,,,,1580802,2937,,,1583739,1583739,0,,,,,,,
2016,520502,520551005,01,21,778566,320085,,35374,,1063277,1063105,-172,272531,35374,,237100,929,,69876,69876,,0,,,,,,,,,,,33852,929,,,34781,,-34781,,,,,,,
2016,520502,520551005,02,21,1063105,,,98523,,964582,964582,0,69876,98523,,,2570,,165829,165829,,0,,,,,,,,,,,34781,2570,,,37351,,-37351,,,,,,,
2016,520502,520551005,03,21,964582,,,62348,,902234,902234,0,165829,62348,,,1626,,226551,189200,,-37351,,,,,,,,,,,37351,1626,,,38977,,-38977,,,,,,,
2016,520502,520551005,04,21,902234,,,77697,,824537,823612,-925,189200,77697,,,1726,,265171,265171,,0,,,,,,,,,,,38977,1726,,,40703,,-40703,,,,,,,
2016,520502,520551005,05,21,823612,226287,,117809,,932090,932098,8,265171,117809,,179353,23073,,180554,180554,,0,,,,,,,,,,,40703,3073,,,43776,,-43776,,,,,,,
2016,520502,520551005,06,21,932090,,,20914,,911176,911070,-106,180554,20914,,,545,,200923,201003,,80,,,,,,,,,,,43776,545,,,44321,,-44321,,,,,,,
2016,520502,520551005,07,21,911070,176175,,76986,,1010259,833959,-176300,201003,76986,,140940,12008,,125041,125506,,465,,,,,,,,,,,44321,2008,,,46329,,-46329,,,,,,,
2016,520502,520551005,08,21,833959,,,69407,,764552,764552,0,125506,69407,,,1542,,193371,193371,,0,,,,,,,,,,,46329,1542,,,47871,,-47871,,,,,,,
2016,520502,520551005,09,21,764552,205875,,46349,,924078,920200,-3878,193371,46349,,164700,1209,,73811,74020,,209,,,,,,,,,,,47871,1209,,,49080,,-49080,,,,,,,
2016,520502,520551005,10,21,920200,,,69784,,850416,850416,0,74020,69784,,,1550,,142254,142254,0,0,,,,,,,,,,,49348,1820,,,51168,,-51168,,,,,,,
2016,520502,520551005,11,21,850416,,,52838,,797578,797008,-570,142254,52838,,,1378,,193714,193174,,-540,,,,,,,,,,,51168,1378,,,52546,,-52546,,,,,,,
2016,520502,520551005,12,21,797008,216067,,59510,,953565,925847,-27718,193714,59510,,172854,11552,,68818,68818,,0,,,,,,,,,,,52546,1552,,,54098,,-54098,,,,,,,
2016,520505,520541017,01,21,292924,185530,,231500,,246954,246954,0,172916,231500,,147050,10944,,246422,231366,100239,85183,,,,,,,,,,,230194,5144,,,235338,226257,-9081,,,,,,,
2016,520505,520541017,02,21,246954,418270,,296179,,369045,369045,0,331605,293506,,331517,13322,,280272,180033,100239,0,,,,,,,,,,,235338,6522,,,241860,226257,-15603,,,,,,,
2016,520505,520541017,03,21,369045,,,219089,,149956,149956,0,280272,218405,,,4853,,493824,393585,100239,0,,,,,,,,,,,241860,4853,,380,246333,226257,-20076,,,,,,,
2016,520505,520541017,04,21,149956,386491,,176981,,359466,359466,0,493824,168483,,306329,10544,,345434,245195,100239,0,,,,,,,,,,,246333,3744,,,250077,226257,-23820,,,,,,,
2016,520505,520541017,05,21,359466,,,149189,,210277,210487,210,345434,148829,,,3307,,490956,390717,100239,0,,,,,,,,,,,250077,3307,,666,252718,226257,-26461,,,,,,,
2016,520505,520541017,06,21,210487,,,67130,,143357,143357,0,490956,67130,,,1491,,556595,285283,100239,-171073,,,,,,,,,,,252718,1491,,,254209,226257,-27952,,,,,,,
2016,520505,520541017,07,21,143357,390393,,211749,,322001,322709,708,385522,210904,,312314,8086,,276026,175787,100239,0,,,,,,,,,,,254209,4686,,,258895,226257,-32638,,,,,,,
2016,520505,520541017,08,21,322709,211140,,136635,,397214,397214,0,276026,135927,,168912,8020,,235021,177919,100239,43137,,,,,,,,,,,258895,3020,,,261915,226257,-35658,,,,,,,
2016,520505,520541017,09,21,397214,,,156586,,240628,240628,0,278158,156586,,,3479,,431265,331026,100239,0,,,,,,,,,,,261915,3479,,,265394,226257,-39137,,,,,,,
2016,520505,520541017,10,21,240628,171315,,94555,,317388,317388,0,431265,94555,,137052,5500,,383268,283029,100239,0,,,,,,,,,,,265394,2100,,,267494,226257,-41237,,,,,,,
2016,520505,520541017,11,21,317388,,,119863,,197525,197525,0,383268,119863,,,2663,,500468,400229,100239,0,,,,,,,,,,,267494,2663,,,270157,226257,-43900,,,,,,,
2016,520505,520541017,12,21,197525,249547,,60875,,386197,386197,0,500468,60875,,199638,4752,,356953,256714,100239,0,,,,,,,,,,,270157,1352,,,271509,226257,-45252,,,,,,,
2016,520507,520551023,01,21,1917156,,,67560,,1849596,1849596,0,897854,67560,,,1501,,963913,826460,187433,49980,,,,,,,,,,,1331277,1501,,,1332778,1332778,0,,,,,,,
