cAnnee,cCodeNiv,cCodeStru,cPeriode,cTypeRapport,c0005m_ENFMES,c0005m_ENFPES,c0005m_ENFPESMES,c0005m_PA_INFM2ET,c0005m_PT_INFM3ET,c0005m_PT_SUP2ET,c0005m_TA_INFM2ET,c0005m_ADM,c0005m_GUERIS,c0005m_DCD,c0005m_ABD,c0005m_AUTSOR,c0611m_ENFMES,c0611m_ENFPES,c0611m_ENFPESMES,c0611m_PA_INFM2ET,c0611m_PT_INFM3ET,c0611m_PT_SUP2ET,c0611m_TA_INFM2ET,c0611m_ADM,c0611m_GUERIS,c0611m_DCD,c0611m_ABD,c0611m_AUTSOR,c1223m_ENFMES,c1223m_ENFPES,c1223m_ENFPESMES,c1223m_PA_INFM2ET,c1223m_PT_INFM3ET,c1223m_PT_SUP2ET,c1223m_TA_INFM2ET,c1223m_ADM,c1223m_GUERIS,c1223m_DCD,c1223m_ABD,c1223m_AUTSOR,c2459m_ENFMES,c2459m_ENFPES,c2459m_ENFPESMES,c2459m_PA_INFM2ET,c2459m_PT_INFM3ET,c2459m_PT_SUP2ET,c2459m_TA_INFM2ET,c2459m_ADM,c2459m_GUERIS,c2459m_DCD,c2459m_ABD,c2459m_AUTSOR,cSNETOT_ENFMES,cSNETOT_ENFPES,cTotal_ENFPESMES,cSNETOT_PA_INFM2ET,cSNETOT_PT_INFM3ET,cSNETOT_PT_SUP2ET,cSNETOT_TA_INFM2ET,cSNETOT_ADM,cSNETOT_GUERIS,cSNETOT_DCD,cSNETOT_ABD,cSNETOT_AUTSOR,c0005m_VITA,c0005m_ALB,c0611m_VITA,c0611m_ALB,c1259m_VITA,c1259m_ALB,cSSMETOT_VITA,cSSMETOT_ALB
2016,140101,140143010,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143010,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143010,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143010,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143013,01,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143013,02,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143013,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143013,04,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143013,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143013,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143013,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143013,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143013,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143013,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143013,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143014,01,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143014,02,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143014,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143014,04,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143014,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143014,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016,140101,140143014,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143014,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143014,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143014,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143014,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143029,01,21,190,212,190,1,,,,,,,,,70,80,70,1,,,,,,,,,10,60,10,,,,,,,,,,,56,,,,,,,,,,,270,408,270,2,,,,,,,,,,,,,,,,
2016,140101,140143029,02,21,200,246,200,1,,,,,,,,,60,62,60,,,,,,,,,,40,44,40,,,,,,,,,,10,70,10,,,,,,,,,,310,422,310,1,,,,,,,,,,,,,,100,,
2016,140101,140143029,03,21,200,232,200,,,,,,,,,,58,60,58,,,,,,,,,,36,44,38,,,,,,,,,,8,65,8,,,,,,,,,,302,401,304,,,,,,,,,,,,,,,110,,110
2016,140101,140143029,04,21,220,240,220,1,,,,,,,,,56,70,56,,,,,,,,,,34,45,34,,,,,,,,,,9,66,9,,,,,,,,,,319,421,319,,,,,,,,,,,,,,,,,
2016,140101,140143029,05,21,280,300,280,,,,,,,,,,50,107,50,1,,,,,,,,,12,70,12,,,,,,,,,,61,61,61,,,,,,,,,,403,538,403,1,,,,,,,,,,,,,,175,,175
2016,140101,140143029,06,21,190,282,190,,,,,,,,,,59,80,59,1,,,,,,,,,40,74,40,,,,,,,,,,,50,2,,,,,,,,,,289,486,291,1,,,,,,,,,,,,,,112,,112
2016,140101,140143029,07,21,160,278,160,,,,,,,,,,20,90,20,2,,,,,,,,,14,59,14,,,,,,,,,,5,50,5,,,,,,,,,,199,477,199,2,,,,,,,,,,,,,,117,,117
2016,140101,140143029,08,21,210,227,210,,,,,,,,,,16,79,16,1,,,,,,,,,8,58,8,1,,,,,,,,,3,48,3,,,,,,,,,,237,412,237,2,,,,,,,,,,,,,,152,,152
2016,140101,140143029,09,21,230,266,230,,,,,,,,,,63,78,63,1,,,,,,,,,,64,,1,,,,,,,,,,40,,,,,,,,,,,293,448,293,2,,,,,,,,,,,,,,140,,140
2016,140101,140143029,10,21,220,282,220,2,,,,,,,,,68,70,68,,,,,,,,,,56,65,56,,,,,,,,,,20,38,20,,,,,,,,,,364,455,364,2,,,,,,,,,,,,,,140,,
2016,140101,140143029,11,21,270,303,270,,,,,,,,,,50,103,50,,,,,,,,,,60,60,60,1,,,,,,,,,40,40,40,,,,,,,,,,420,506,420,1,,,,,,,,,,,,,,158,,158
2016,140101,140143029,12,21,200,250,200,,,,,,,,,,132,150,132,1,,,,,,,,,,62,70,,,,,,,,,,,45,80,,,,,,,,,,,507,482,,,,,,,,,,,,,,,150,,150
2016,140101,140143034,01,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143034,02,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143034,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143034,04,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143034,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143034,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143034,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143034,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143034,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140152026,01,21,,46,,2,,,,,,,,,,31,,4,,,,,,,,,,27,,10,,,,,,,,,,26,,13,,,,,,,,,,130,,29,,,,,,,,,,,,,,14,,14
2016,140101,140152026,02,21,,58,,3,,,,,,,,,,12,,,,,,,,,,,,25,,3,,,,,,,,,,35,,6,,,,,,,,,,130,,12,,,,,,,,,,,,,,28,,28
2016,140101,140152026,03,21,,58,,,,,,,,,,,,51,,,,,,,,,,,,33,,,,,,,,,,,,36,,,,,,,,,,,,178,,,,,,,,,,,,,,,,17,,17
2016,140101,140152026,04,21,,65,65,,,,,,,,,,,38,38,,,,,,,,,,,29,29,,,,,,,,,,,37,37,,,,,,,,,,,169,169,,,,,,,,,,,,,,,12,,12
2016,140101,140152026,05,21,,60,60,1,,,,,,,,,,22,22,3,,,,,,,,,,20,20,3,,,,,,,,,,26,26,4,,,,,,,,,,128,128,11,,,,,,,,,,,,,,13,,13
2016,140101,140152026,06,21,,58,58,8,5,,,,,,,,,20,20,2,,,,,,,,,,9,9,5,3,,,,,,,,,11,11,4,,,,,,,,,0,98,98,19,8,,,,,,,,,,,,,2,,2
2016,140101,140152026,07,21,,53,53,4,4,,,,,,,,,21,21,3,3,,,,,,,,,23,23,10,1,,,,,,,,,32,32,,4,,,,,,,,,129,129,17,12,,,,,,,,,,,,,13,,13
2016,140101,140152026,08,21,,41,,6,,,,,,,,,,30,,3,,,,,,,,,,10,,1,,,,,,,,,,17,,3,,,,,,,,,,98,,13,,,,,,,,,,,,,,10,,10
2016,140101,140152026,09,21,,75,1,5,1,,,,,,,,,19,3,2,1,,,,,,,,,20,5,3,1,,,,,,,,,25,5,3,1,,,,,,,,,139,14,13,4,,,,,,,,,,,,,16,,16
2016,140101,140152026,10,21,3,54,54,2,,,,,,,,,5,20,20,2,1,,,,,,,,2,14,14,3,1,,,,,,,,4,17,17,2,1,,,,,,,,14,105,105,9,3,,,,,,,,,,,,,9,,9
2016,140101,140152026,11,21,35,35,35,3,,,,,,,,,14,14,14,,,,,,,,,,22,22,22,7,,,,,,,,,15,15,15,3,,,,,,,,,86,86,86,13,,,,,,,,,,,,,,8,,8
2016,140101,140152026,12,21,,59,,,,,,,,,,,,15,15,6,,,,,,,,,,21,21,6,2,,,,,,,,,25,25,9,4,,,,,,,,,120,61,21,6,,,,,,,,,,,,,11,,11
2016,140202,140242040,01,21,,112,,,,,,,,,,,,23,,,,,,,,,,,,10,,,,,,,,,,,,14,,,,,,,,,,,,159,,,,,,,,,,,,,,,,,,
2016,140202,140242040,02,21,,126,,,,,,,,,,,,43,,,,,,,,,,,,20,,,,,,,,,,,,34,,,,,,,,,,,,223,,,,,,,,,,,,,,,,,,
2016,140202,140242040,03,21,,103,,,,,,,,,,,,31,,,,,,,,,,,,19,,,,,,,,,,,,27,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,
2016,140202,140242040,04,21,,117,,,,,,,,,,,,39,,,,,,,,,,,,28,,,,,,,,,,,,38,,,,,,,,,,,,222,,,,,,,,,,,,,,,,,,
2016,140202,140242040,05,21,,128,,,,,,,,,,,,47,,,,,,,,,,,,26,,,,,,,,,,,,43,,,,,,,,,,,,244,,,,,,,,,,,,,,,,,,
2016,140202,140242040,06,21,,125,,,,,,,,,,,,37,,,,,,,,,,,,19,,,,,,,,,,,,14,,,,,,,,,,,,195,,,,,,,,,,,,,,,,,,
2016,140202,140242040,07,21,,114,,,,,,,,,,,,30,,,,,,,,,,,,24,,,,,,,,,,,,29,,,,,,,,,,,,197,,,,,,,,,,,,,,,,,,
2016,140202,140242040,08,21,,95,,,,,,,,,,,,29,,,,,,,,,,,,20,,,,,,,,,,,,30,,,,,,,,,,,,174,,,,,,,,,,,,,,,,,,
2016,140202,140242040,09,21,,121,,,,,,,,,,,,30,,,,,,,,,,,,24,,,,,,,,,,,,29,,,,,,,,,,,,204,,,,,,,,,,,,,,,,,,
2016,140202,140242040,10,21,,133,,,,,,,,,,,,40,,,,,,,,,,,,23,,,,,,,,,,,,27,,,,,,,,,,,,223,,,,,,,,,,,,,18,,354,354,372,354
2016,140202,140242040,11,21,,145,,,,,,,,,,,,48,,,,,,,,,,,,20,,,,,,,,,,,,31,,,,,,,,,,,,244,,,,,,,,,,,,,,,,,,
2016,140202,140242040,12,21,,55,,,,,,,,,,,,117,,,,,,,,,,,,24,,,,,,,,,,,,28,,,,,,,,,,,,224,,,,,,,,,,,,,,,,,,
2016,140301,140342003,01,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140301,140342003,02,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140301,140342003,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140301,140342003,04,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140301,140342003,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140301,140342003,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140301,140342003,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140301,140342003,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140301,140342003,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140301,140342003,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140301,140342003,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140409,140441018,12,21,,98,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,180,0,0,0,0,0,0,0,0,0,0,,,,,,24,0,24
2016,140409,140442028,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0
2016,140413,140451310,01,21,,98,,,,,,,,,,,,11,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,0,111,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0
2016,140413,140451310,02,21,,172,,,,,,,,,,,,46,,,,,,,,,,,,143,,,,,,,,,,,,13,,,,,,,,,,,0,374,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0
2016,140413,140451310,03,21,,103,,,,,,,,,,,,40,,,,,,,,,,,,23,,,,,,,,,,,,12,,,,,,,,,,,0,178,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0
2016,140413,140451310,04,21,,107,,,,,,,,,,,,82,,,,,,,,,,,,62,,,,,,,,,,,,64,,,,,,,,,,,0,315,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0
2016,140413,140451310,05,21,,244,,,,,,,,,,,,91,,,,,,,,,,,,46,,,,,,,,,,,,11,,,,,,,,,,,0,392,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0
2016,140413,140451310,06,21,,106,,,,,,,,,,,,37,,,,,,,,,,,,13,,,,,,,,,,,,18,,,,,,,,,,,0,174,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0
2016,140413,140451310,07,21,,156,,,,,,,,,,,,85,,,,,,,,,,,,139,,,,,,,,,,,,26,,,,,,,,,,,0,406,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0
2016,140413,140451310,08,21,,161,,,,,,,,,,,,87,,,,,,,,,,,,124,,,,,,,,,,,,22,,,,,,,,,,,0,394,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0
2016,140413,140451310,09,21,,111,,,,,,,,,,,,23,,2,,,,,,,,,,6,,4,,,,,,,,,,10,,7,,,,,,,,,0,150,0,13,0,0,0,0,0,0,0,0,,,,,,,0,0
2016,140413,140451310,10,21,,190,,4,,,,,,,,,,30,,2,,,,,,,,,,6,,,,,,,,,,,,10,,,,,,,,,,,0,236,0,6,0,0,0,0,0,0,0,0,,,184,,1573,1573,1757,1573
2016,140413,140451310,11,21,,125,,5,,,,,,,,,,141,,3,,,,,,,,,,12,,1,,,,,,,,,,10,,,,,,,,,,,0,288,0,9,0,0,0,0,0,0,0,0,,,,,,,0,0
2016,140413,140451310,12,21,,127,,2,,,,,,,,,,23,,3,,,,,,,,,,9,,1,,,,,,,,,,14,,6,,,,,,,,,0,173,0,12,0,0,0,0,0,0,0,0,,,,,,,0,0
2016,140414,140441401,01,21,,18,18,,,,,,,,,,,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,44,44,0,0,0,0,0,0,0,0,0,,,,,,,0,0
2016,140414,140441401,02,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140414,140441401,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140414,140441401,04,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,33,33,33,33
2016,140414,140441401,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,3206,3206,3206,3206
2016,140414,140441401,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,32,0,32
2016,140414,140441401,07,21,,2,,,,,,,,,,,,13,,,,,,,,,,,,20,,,,,,,,,,,,38,,,,,,,,,,,0,73,0,0,0,0,0,0,0,0,0,0,,,,,,42,0,42
2016,140414,140441401,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,24,0,24
2016,140414,140441401,09,21,,0,,,,,,,,,,,,2,,,,,,,,,,,,13,,,,,,,,,,,,19,,,,,,,,,,,0,34,0,0,0,0,0,0,0,0,0,0,,,,,,25,0,25
2016,140414,140441401,10,21,,17,,,,,,,,,,,,19,,,,,,,,,,,,36,,,,,,,,,,,,0,,,,,,,,,,,0,72,0,0,0,0,0,0,0,0,0,0,,,129,,2891,2891,3020,2891
2016,140414,140441401,11,21,,106,,,,,,,,,,,,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,384,0,0,0,0,0,0,0,0,0,0,,,,,,38,0,38
2016,210101,210142005,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,210101,210142005,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,210101,210142005,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,210101,210142005,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,210101,210142005,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,210101,210142005,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,210101,210142005,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,210101,210142005,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,210101,210142005,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,210101,210143014,01,21,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,
2016,210101,210143014,02,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,210101,210143014,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,210101,210143014,04,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,210101,210143014,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,210101,210143014,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,210101,210143014,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,210101,210143014,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,210101,210143014,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,210101,210143014,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,210101,210143014,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,210223,210241003,01,21,,2,,,,,,,,,,,,2,,,,,,,,,,,,5,,,,,,,,,,,,6,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,
2016,210223,210241003,02,21,,1,,,,,,,,,,,,4,,,,,,,,,,,,7,,,,,,,,,,,,7,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,
2016,210223,210241003,03,21,,2,,,,,,,,,,,,3,,,,,,,,,,,,10,,,,,,,,,,,,8,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,
2016,210223,210241003,04,21,,0,,,,,,,,,,,,0,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,
2016,210223,210241003,05,21,,0,,,,,,,,,,,,0,,,,,,,,,,,,3,,,,,,,,,,,,3,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
2016,210223,210241003,06,21,,0,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,4,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,
2016,210223,210241003,07,21,,2,,,,,,,,,,,,2,,,,,,,,,,,,4,,,,,,,,,,,,5,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,
2016,210223,210241003,08,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0
2016,210223,210241003,09,21,,2,,,,,,,,,,,,4,,,,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,
2016,210223,210241003,10,21,,5,,,,,,,,,,,,3,,,,,,,,,,,,7,,,,,,,,,,,,5,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,
2016,210223,210241003,11,21,,3,,,,,,,,,,,,2,,,,,,,,,,,,8,,,,,,,,,,,,7,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,
2016,210223,210241003,12,21,,2,,,,,,,,,,,,5,,,,,,,,,,,,4,,,,,,,,,,,,4,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,
2016,210409,210451017,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,210409,210451017,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,210409,210451017,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,210409,210451017,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,210409,210451017,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,210409,210451017,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,210409,210451017,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,210409,210451017,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
